479,571,0.5833333333333333
571,151,0.5833333333333333
136,44,0.5833333333333333
34,597,0.5833333333333333
339,34,0.5833333333333333
44,353,0.5833333333333333
151,19,0.5833333333333333
325,20,0.5714285714285714
217,496,0.5714285714285714
20,607,0.5714285714285714
73,2,0.5714285714285714
21,61,0.5714285714285714
474,2,0.5714285714285714
361,21,0.5714285714285714
553,9,0.5714285714285714
406,23,0.5714285714285714
476,14,0.5714285714285714
435,23,0.5714285714285714
19,508,0.5714285714285714
432,2,0.5714285714285714
177,7,0.5714285714285714
11,505,0.5714285714285714
32,486,0.5714285714285714
518,33,0.5714285714285714
254,34,0.5714285714285714
34,279,0.5714285714285714
238,37,0.5714285714285714
62,39,0.5714285714285714
39,238,0.5714285714285714
42,484,0.5714285714285714
410,47,0.5714285714285714
419,51,0.5714285714285714
51,436,0.5714285714285714
54,238,0.5714285714285714
96,61,0.5714285714285714
191,61,0.5714285714285714
487,61,0.5714285714285714
409,62,0.5714285714285714
595,68,0.5714285714285714
547,72,0.5714285714285714
73,338,0.5714285714285714
74,527,0.5714285714285714
479,75,0.5714285714285714
76,382,0.5714285714285714
425,79,0.5714285714285714
80,221,0.5714285714285714
80,255,0.5714285714285714
82,293,0.5714285714285714
82,578,0.5714285714285714
85,353,0.5714285714285714
85,468,0.5714285714285714
602,87,0.5714285714285714
90,606,0.5714285714285714
91,240,0.5714285714285714
457,91,0.5714285714285714
265,92,0.5714285714285714
92,599,0.5714285714285714
115,93,0.5714285714285714
435,96,0.5714285714285714
127,102,0.5714285714285714
475,103,0.5714285714285714
172,105,0.5714285714285714
136,108,0.5714285714285714
108,345,0.5714285714285714
484,114,0.5714285714285714
115,546,0.5714285714285714
115,547,0.5714285714285714
117,380,0.5714285714285714
124,449,0.5714285714285714
323,127,0.5714285714285714
127,429,0.5714285714285714
384,136,0.5714285714285714
534,138,0.5714285714285714
368,139,0.5714285714285714
373,143,0.5714285714285714
148,260,0.5714285714285714
536,151,0.5714285714285714
159,509,0.5714285714285714
164,578,0.5714285714285714
238,165,0.5714285714285714
169,192,0.5714285714285714
232,169,0.5714285714285714
261,172,0.5714285714285714
484,172,0.5714285714285714
172,599,0.5714285714285714
179,287,0.5714285714285714
435,182,0.5714285714285714
380,190,0.5714285714285714
496,194,0.5714285714285714
195,466,0.5714285714285714
413,200,0.5714285714285714
578,202,0.5714285714285714
238,208,0.5714285714285714
323,210,0.5714285714285714
217,281,0.5714285714285714
232,419,0.5714285714285714
289,234,0.5714285714285714
302,238,0.5714285714285714
392,238,0.5714285714285714
538,238,0.5714285714285714
